x,y,score
0.64,0.0,3.07315
0.77,0.03,3.02385
0.59,0.12,2.76605
0.19,0.79,1.69395
0.6,0.9,3.0132
0.58,0.29,2.5102
0.16,0.97,1.56625
0.86,0.29,2.4641
0.58,0.25,2.5129
0.68,0.17,2.67545
0.75,0.55,2.7729
0.98,0.1,2.90035
0.75,0.71,3.41185
0.18,0.34,1.7909
0.18,0.43,1.75835
0.2,0.22,1.9775
0.92,0.68,3.5385
0.51,0.3,2.5293
0.17,0.12,2.3379
0.08,0.18,1.60365
0.18,0.66,1.67565
0.94,0.31,2.44195
0.98,0.14,2.8079
0.43,0.24,2.47035
0.87,0.76,3.8392
0.24,0.0,2.97985
0.12,0.58,1.48175
0.62,0.64,3.07145
0.66,0.64,3.0504
0.32,0.16,2.503
0.91,0.07,2.96135
0.04,0.4,1.21445
0.37,0.88,2.2682
0.01,0.97,1.0302
0.79,0.54,2.96095
0.51,0.05,2.91355
0.95,0.48,2.1461
0.84,0.47,2.32415
0.74,0.76,3.3958
0.47,0.91,2.58895
0.04,0.78,1.1603
0.19,0.49,1.76255
0.37,0.45,2.3386
0.23,0.58,1.8752
0.91,0.96,3.9651
0.61,0.67,3.07645
0.5,0.25,2.4979
0.2,0.65,1.76285
0.24,0.89,1.86215
0.54,0.46,2.70465
0.01,0.76,1.04055
0.36,0.62,2.31115
0.53,0.96,2.77775
0.32,0.22,2.3601
0.75,0.68,3.34615
0.13,0.34,1.6036
0.3,0.95,2.0519
0.31,0.67,2.1244
0.64,0.03,2.9881
0.63,0.23,2.54515
0.75,0.39,2.4647
0.93,0.21,2.6494
0.66,0.77,3.21
0.44,0.51,2.5787
0.35,0.05,2.86855
0.83,0.81,3.7269
0.64,0.81,3.13205
0.78,0.39,2.48105
0.91,0.71,3.4528
0.5,0.95,2.66745
0.66,0.66,3.2083
0.42,0.24,2.45505
0.8,0.78,3.64955
0.71,0.4,2.49055
0.16,0.9,1.57735
0.89,0.95,3.89705
0.22,0.37,1.9158
0.19,0.2,1.98015
0.82,0.53,2.81895
0.49,0.0,3.03345
0.34,0.25,2.35535
0.99,0.63,2.65975
0.46,0.66,2.62425
0.6,0.05,2.93745
0.44,0.04,2.9145
0.77,0.69,3.48125
0.05,0.95,1.18125
0.49,0.15,2.6436
0.23,0.67,1.86475
0.71,0.47,2.62975
0.1,0.84,1.37585
0.81,0.5,2.3243
0.2,0.17,2.18565
0.01,0.17,1.20925
0.78,0.76,3.56225
0.72,0.78,3.40265
0.77,0.7,3.44795
0.39,0.39,2.40695
0.92,0.51,2.4718
0.58,0.66,2.926
0.44,0.22,2.52705
0.15,0.21,1.87205
0.72,0.67,3.3393
0.26,0.99,1.91245
0.65,0.26,2.46115
1.0,0.3,2.45845
0.72,0.52,2.8977
0.28,0.95,1.99355
0.33,0.93,2.14875
0.02,0.93,1.07015
0.62,0.83,3.09015
0.77,0.74,3.4916
0.82,0.29,2.43975
0.49,0.86,2.68245
0.79,0.29,2.5092
0.92,0.08,2.9245
0.73,0.74,3.3863
0.93,0.94,4.0273
0.3,0.53,2.11855
0.76,0.62,3.1318
0.11,0.86,1.41755
0.31,0.4,2.2208
0.54,0.04,2.94295
0.51,0.25,2.50015
0.05,0.36,1.27645
0.01,0.49,1.066
0.6,0.06,2.90945
0.18,0.69,1.68435
0.13,0.66,1.5077
0.09,0.74,1.34335
0.87,0.57,2.8011
0.36,0.43,2.3208
0.54,0.83,2.854
0.2,0.34,1.8518
0.85,0.08,2.9161
0.8,0.14,2.7843
0.28,0.0,2.9874
0.05,0.56,1.20865
0.61,0.04,2.96055
0.14,0.08,2.43135
0.83,0.33,2.42545
0.03,0.89,1.1101
0.19,0.78,1.6814
0.42,0.36,2.41145
0.08,0.72,1.3129
0.11,0.42,1.48315
0.9,0.0,3.1181
0.85,0.07,2.93765
0.3,0.02,2.9265
0.91,0.87,3.9562
0.97,0.62,2.728
0.86,0.98,3.79825
0.13,0.04,2.74575
0.37,0.51,2.3485
0.69,0.64,3.20905
0.5,0.16,2.64165
0.59,0.9,2.9881
0.39,0.74,2.3719
0.81,0.15,2.74795
0.84,0.04,3.018
0.28,0.32,2.1464
0.03,0.74,1.1226
0.79,0.86,3.61025
0.67,0.33,2.47375
0.37,0.71,2.32235
0.99,0.84,4.161
0.68,0.5,2.91705
0.98,0.7,3.473
0.12,0.79,1.4496
0.63,0.11,2.7986
0.35,0.71,2.26815
0.41,0.48,2.4501
0.88,0.53,2.4474
0.64,0.21,2.5775
0.71,0.67,3.29435
0.5,0.77,2.72945
0.88,0.22,2.5947
0.75,0.45,2.54075
0.92,0.53,2.44655
0.8,0.24,2.54055
0.57,0.57,2.8944
0.44,0.95,2.49585
0.22,0.08,2.62185
0.77,0.78,3.5692
0.79,0.43,2.37565
0.55,0.91,2.8659
0.72,0.81,3.41285
0.21,0.02,2.8987
0.81,0.4,2.32215
0.12,0.06,2.3527
0.26,0.8,1.9405
0.09,0.01,2.9031
0.9,0.29,2.4696
0.53,0.44,2.6763
0.55,0.04,2.95015
0.62,0.61,3.00635
0.41,0.98,2.39745
0.66,0.93,3.20885
0.63,0.65,3.0977
0.93,0.13,2.82625
0.51,0.31,2.483
0.13,0.36,1.5971
0.21,0.2,2.05225
0.83,0.62,2.9777
0.07,0.37,1.3513
0.45,0.19,2.56825
0.85,0.18,2.68685
0.54,0.75,2.86315
0.53,0.58,2.8465
0.01,0.46,1.06555
0.81,0.33,2.399
0.75,0.43,2.54715
0.07,0.61,1.29635
0.58,0.58,2.8872
0.59,0.11,2.7883
0.11,0.1,2.0334
0.28,0.09,2.6996
0.66,0.35,2.5013
0.38,0.14,2.6302
1.0,0.54,2.2503
0.92,0.81,3.9276
0.34,0.86,2.1886
0.22,0.05,2.7931
0.61,0.27,2.48805
0.77,0.0,3.09675
0.81,0.45,2.4328
0.73,0.61,3.07455
0.27,0.37,2.0848
0.68,0.01,3.0545
0.51,0.51,2.748
0.51,0.46,2.6697
0.83,0.69,3.49795
0.89,0.91,3.89885
0.47,0.68,2.64415
0.73,0.64,3.2658
0.32,0.51,2.1982
0.65,0.78,3.19635
0.09,0.17,1.6386
0.41,0.74,2.43815
0.59,0.75,2.97885
0.1,0.81,1.37305
0.69,0.83,3.3058
0.6,0.73,3.03395
0.76,0.73,3.51265
0.36,0.14,2.6011
0.02,0.04,2.00905
0.94,0.06,2.9874
0.2,0.07,2.6434
0.43,0.6,2.5424
0.75,0.23,2.54635
0.02,0.53,1.10145
0.16,0.54,1.6408
0.7,0.85,3.3148
0.59,0.87,2.98455
0.05,0.87,1.1889
0.78,0.45,2.45935
0.68,0.92,3.2428
0.06,0.94,1.21685
0.66,0.07,2.89635
0.94,0.01,3.1132
0.11,0.21,1.6345
0.38,0.72,2.3132
0.57,0.49,2.7574
0.0,0.73,1.003
0.8,0.99,3.60735
0.78,0.91,3.55145
0.97,0.49,2.2434
0.94,0.93,4.0564
0.69,0.38,2.4927
0.7,0.44,2.54795
0.48,0.24,2.5087
0.12,0.0,2.95285
0.08,0.79,1.2939
0.95,0.25,2.55975
0.79,0.09,2.8897
0.06,1.0,1.2167
0.74,0.07,2.9176
0.45,0.49,2.5848
0.9,0.34,2.36095
0.96,0.81,4.0521
0.73,0.65,3.30075
0.49,0.51,2.6949
0.63,0.36,2.49495
0.11,0.9,1.4353
0.52,0.21,2.5404
0.0,0.81,0.9988
0.78,0.5,2.56595
0.39,0.18,2.5359
0.02,0.91,1.0681
0.81,0.61,3.1346
0.73,0.39,2.4034
0.0,0.46,1.0243
0.65,0.55,3.04145
0.27,0.94,1.93475
0.57,0.68,2.9579
0.77,0.63,3.13165
0.55,0.72,2.88505
0.22,0.52,1.85475
0.2,0.6,1.7554
0.55,0.87,2.85595
0.59,0.55,2.9235
0.97,0.8,4.0528
0.7,0.47,2.66455
0.14,0.46,1.57755
0.55,0.95,2.83755
0.89,0.71,3.6936
0.79,0.72,3.5452
0.8,0.02,3.0513
0.21,0.44,1.8518
0.5,0.22,2.5438
1.0,0.9,4.23805
0.14,0.15,2.00575
0.75,0.87,3.4763
0.28,0.31,2.14505
0.18,0.52,1.73085
0.24,0.7,1.86485
0.86,1.0,3.78255
0.59,0.35,2.5198
0.35,0.28,2.3611
0.83,0.16,2.7185
0.29,0.91,2.02975
0.91,0.72,3.6242
0.14,0.59,1.57675
0.02,0.8,1.07115
0.1,1.0,1.367
0.88,0.25,2.5307
0.28,0.93,1.98195
0.61,0.64,3.0751
0.22,0.64,1.8374
0.39,0.07,2.8255
0.57,0.34,2.54365
0.01,0.6,1.0539
0.74,0.31,2.41075
0.53,0.56,2.8131
0.04,0.66,1.18145
0.74,0.03,3.0158
0.66,0.36,2.46825
0.12,0.13,1.95735
0.15,0.07,2.56645
0.48,0.07,2.8499
0.33,0.26,2.32
0.75,0.99,3.4381
0.02,0.81,1.071
0.38,0.36,2.3873
0.42,0.37,2.44655
0.01,0.35,1.0858
1.0,0.98,4.21875
0.72,0.88,3.3862
0.7,0.97,3.3153
0.89,0.75,3.82915
0.87,0.6,2.99495
0.12,0.92,1.43235
0.26,0.98,1.90435
0.88,0.08,2.9259
0.48,0.14,2.68215
0.88,0.42,2.2769
0.66,0.25,2.5171
0.92,0.62,3.1403
0.6,0.79,3.02705
0.92,0.78,3.9152
0.86,0.99,3.7897
0.99,0.44,2.2014
0.9,0.1,2.8881
0.81,0.84,3.6607
0.11,0.0,2.94815
0.96,0.56,2.3967
0.67,0.83,3.24265
0.28,0.24,2.23975
0.52,0.1,2.7901
0.47,0.97,2.5977
0.14,0.63,1.5488
0.5,0.38,2.5568
0.75,0.63,3.2948
0.17,0.44,1.70075
0.78,0.69,3.52835
0.04,0.56,1.1842
0.2,0.9,1.7203
0.7,0.18,2.6475
0.32,0.33,2.26035
0.88,0.13,2.81955
0.61,0.42,2.60605
0.63,0.73,3.13595
0.09,0.24,1.48525
0.98,0.87,4.18755
0.09,0.15,1.7686
0.22,0.27,2.0093
0.18,0.7,1.6758
0.31,0.96,2.07185
0.01,0.16,1.1922
0.99,0.72,3.49455
0.87,0.52,2.57815
0.63,0.66,3.1203
0.88,0.37,2.28195
0.38,0.66,2.3738
0.94,0.48,2.21625
0.66,0.17,2.66195
0.33,0.56,2.21295
0.23,0.91,1.8132
0.58,0.54,2.9025
0.47,0.54,2.62415
0.87,0.84,3.85075
0.56,0.77,2.93535
1.0,0.18,2.72975
0.13,0.3,1.6125
0.73,0.27,2.49505
0.08,0.81,1.292
0.12,0.24,1.63685
0.7,0.19,2.62415
0.5,0.43,2.67435
0.14,0.25,1.7232
0.59,0.85,2.97545
0.61,0.09,2.83385
0.87,0.75,3.73875
0.63,0.68,3.13205
0.47,0.19,2.57515
0.74,0.9,3.45245
0.68,0.53,2.83755
0.52,0.05,2.9145
0.69,0.68,3.26055
0.85,0.48,2.44015
0.25,0.41,1.9926
0.26,1.0,1.905
0.26,0.46,2.0073
0.75,0.31,2.4867
0.66,0.98,3.172
0.01,0.19,1.186
0.48,0.5,2.6157
0.85,0.49,2.4718
0.42,0.91,2.45555
0.97,0.13,2.83085
0.05,0.69,1.1992
0.9,0.66,3.38355
0.85,0.35,2.3338
0.56,0.93,2.87425
0.16,0.6,1.6237
0.27,0.18,2.34445
0.98,0.92,4.1769
0.07,0.36,1.34895
0.16,0.72,1.60665
0.07,0.67,1.28675
0.35,0.18,2.5224
0.64,0.06,2.91695
0.01,0.28,1.11125
0.05,0.58,1.21775
0.32,0.84,2.1243
0.25,0.7,1.9187
0.03,0.53,1.1373
0.61,0.28,2.47835
0.21,0.88,1.7558
0.36,0.6,2.30915
0.48,0.35,2.53455
0.56,0.09,2.8218
0.2,0.57,1.78155
0.28,0.34,2.12465
0.9,0.44,2.2667
0.04,0.18,1.36075
0.79,0.21,2.60075
0.28,0.59,2.0514
0.86,0.16,2.74605
0.2,0.79,1.71645
0.35,0.67,2.27225
0.16,0.13,2.1203
0.48,0.49,2.6091
0.97,0.57,2.3934
0.65,0.81,3.1908
0.18,0.42,1.7342
0.17,0.93,1.6182
0.58,0.09,2.8226
0.85,0.45,2.3117
0.68,0.28,2.5058
0.83,0.24,2.56135
0.87,0.15,2.77075
0.68,0.98,3.24195
0.77,0.85,3.54965
0.9,0.71,3.62535
0.25,0.35,2.01955
0.49,0.97,2.6795
0.96,0.2,2.66135
0.38,0.99,2.2967
0.93,0.48,2.2345
0.36,0.44,2.327
0.47,0.01,3.00365
0.67,0.92,3.2499
0.67,0.9,3.24745
0.64,0.69,3.1416
0.73,0.78,3.3698
0.06,0.53,1.2717
0.21,0.08,2.5552
0.09,0.06,2.3325
0.26,0.87,1.93435
0.83,0.79,3.73855
0.3,0.27,2.24225
0.78,0.26,2.4821
0.87,0.91,3.8487
0.93,0.52,2.32035
1.0,0.71,3.4073
0.67,0.49,2.72515
0.3,0.4,2.1796
0.97,0.6,2.6572
0.52,0.64,2.79245
0.63,0.5,2.75475
0.68,0.71,3.2448
0.59,0.99,2.9386
0.93,0.78,3.89035
0.43,0.68,2.51915
0.68,0.35,2.4749
0.42,0.15,2.62825
0.43,0.29,2.42675
0.43,0.93,2.4894
0.02,0.77,1.07325
0.07,0.33,1.3696
0.62,0.69,3.07535
0.01,0.45,1.0788
0.61,0.9,3.0413
0.07,0.23,1.44475
0.43,0.53,2.5425
0.35,0.47,2.3301
0.58,0.93,2.9161
0.88,0.92,3.8673
0.08,0.39,1.36565
0.61,0.6,2.88575
0.74,0.35,2.3961
0.47,0.41,2.59695
0.74,0.1,2.84285
0.14,0.12,2.1596
0.21,0.47,1.8349
0.88,0.97,3.8553
0.93,0.79,3.82555
0.03,0.25,1.21635
0.19,0.58,1.74235
0.62,0.42,2.6035
0.97,0.4,2.27335
0.62,0.85,3.0772
0.57,0.6,2.91505
0.01,0.4,1.08395
0.03,0.91,1.098
0.35,0.92,2.2272
0.83,0.02,3.05915
0.25,0.26,2.12465
0.97,0.55,2.2211
0.77,0.72,3.55275
0.69,0.01,3.05415
0.04,0.95,1.14385
0.88,0.14,2.7854
0.34,0.56,2.25255
0.56,0.49,2.78165
0.96,0.4,2.272
0.85,0.27,2.50095
0.8,0.31,2.4223
0.34,0.99,2.1863
0.24,0.77,1.8697
0.51,0.17,2.624
0.06,0.26,1.3667
0.37,0.2,2.4814
0.0,0.3,1.0475
0.66,0.4,2.5321
0.39,0.45,2.4164
0.71,0.11,2.8031
0.82,0.71,3.5871
0.36,0.12,2.67165
0.82,0.46,2.51215
0.83,0.66,3.36825
0.09,0.19,1.57885
0.11,0.25,1.5695
0.83,0.65,3.25295
0.81,0.8,3.6561
0.12,0.53,1.5152
0.35,0.95,2.2201
1.0,0.09,2.9233
0.02,0.23,1.1869
0.35,0.03,2.9181
0.39,0.4,2.4136
0.66,0.79,3.22045
0.39,0.54,2.44375
0.73,0.47,2.68865
0.92,0.23,2.58955
0.33,0.05,2.8513
0.17,0.4,1.72735
0.81,0.49,2.54275
0.87,0.09,2.9024
0.59,0.8,2.99245
0.12,0.93,1.4193
0.76,0.29,2.42395
0.15,0.53,1.6103
0.79,0.07,2.93455
0.43,0.95,2.446
0.17,0.04,2.75215
0.2,0.95,1.6974
0.6,0.53,2.8347
0.65,0.06,2.925
0.81,0.62,3.24055
0.18,0.33,1.76615
0.0,0.53,1.01245
1.0,0.95,4.22775
0.19,0.83,1.68275
0.66,0.33,2.38795
0.29,0.64,2.0714
0.76,0.88,3.50445
0.3,0.57,2.13435
0.06,0.22,1.39445
0.42,0.54,2.47075
0.7,0.05,2.9559
0.94,0.85,4.0712
0.86,0.2,2.63955
0.85,0.44,2.26685
0.76,0.85,3.50785
0.1,0.05,2.53875
0.6,0.27,2.54065
0.13,0.68,1.503
0.37,0.19,2.49875
1.0,0.35,2.3578
0.27,0.12,2.57965
0.49,0.58,2.7181
0.75,0.27,2.516
0.41,1.0,2.40485
0.05,0.55,1.223
0.22,0.63,1.85755
0.84,0.56,2.7366
0.69,0.15,2.7134
0.39,0.69,2.3917
0.12,0.32,1.5888
0.0,0.49,1.01605
0.91,0.64,3.06545
0.7,0.25,2.5064
0.98,0.33,2.39725
0.44,0.7,2.5575
0.29,0.83,2.0175
0.04,0.11,1.57595
0.44,0.26,2.4281
0.9,0.35,2.33455
0.87,0.38,2.23685
0.74,0.58,3.00565
0.33,0.32,2.26145
0.74,0.11,2.816
0.47,0.31,2.47715
0.38,0.22,2.45985
0.14,0.17,1.90915
0.97,0.1,2.8964
0.4,0.03,2.9344
0.65,0.59,2.97105
0.54,0.77,2.8441
0.76,0.4,2.4512
0.77,0.19,2.65775
0.77,0.05,2.9744
0.71,0.63,3.1099
0.72,0.4,2.43855
0.34,0.36,2.2632
0.78,0.87,3.59665
0.89,0.97,3.88495
1.0,0.16,2.77425
0.28,0.55,2.05295
0.49,0.78,2.68925
0.68,0.21,2.594
0.27,0.05,2.84775
0.25,0.56,1.96385
0.33,0.81,2.18465
0.47,0.78,2.61775
0.72,0.0,3.08225
1.0,0.01,3.1202
0.4,0.91,2.3731
0.88,0.29,2.4394
0.58,0.0,3.0574
0.04,0.71,1.15905
0.22,0.49,1.86975
0.46,0.37,2.5413
0.55,0.55,2.85165
0.7,0.45,2.5577
0.62,0.23,2.5312
0.87,0.22,2.62225
0.88,1.0,3.8496
0.09,1.0,1.317
0.64,0.54,2.9422
0.53,0.73,2.8031
0.53,0.86,2.7994
0.58,0.55,2.93
0.01,0.3,1.10055
0.23,0.59,1.8734
0.64,0.46,2.8453
0.28,0.84,1.97035
0.14,0.37,1.6256
0.25,0.52,1.96125
0.51,0.08,2.8426
0.47,0.71,2.64375
0.83,0.59,3.0786
0.06,0.88,1.225
0.84,0.55,2.63955
0.96,0.3,2.448
1.0,0.13,2.85105
0.02,0.44,1.11685
0.12,0.65,1.47615
0.86,0.03,3.04155
0.47,1.0,2.5807
0.99,0.21,2.65385
0.06,0.57,1.25535
0.27,0.08,2.7111
0.59,0.19,2.6131
0.25,0.86,1.90725
0.53,0.35,2.48265
0.96,0.73,3.60345
0.13,0.18,1.7703
0.65,0.14,2.73405
0.55,0.93,2.8574
0.53,0.01,3.01405
0.52,0.43,2.66115
0.37,0.08,2.78335
0.83,0.3,2.43545
0.96,0.95,4.10685
0.94,0.96,4.05175
0.27,0.06,2.80225
0.95,0.42,2.271
0.09,0.68,1.3566
0.66,0.7,3.20615
0.87,0.56,2.66395
0.4,0.95,2.3655
0.69,0.21,2.60895
0.22,0.43,1.8987
0.71,0.98,3.33265
0.42,0.21,2.5413
0.28,0.46,2.0827
0.1,0.7,1.3769
0.8,0.17,2.70935
0.53,0.68,2.84455
0.12,0.5,1.50975
0.84,0.39,2.3234
0.46,0.59,2.63085
1.0,0.31,2.43425
0.99,0.51,2.28105
0.96,0.42,2.21345
0.61,0.15,2.6941
0.12,0.4,1.5365
0.37,0.87,2.2901
0.52,0.66,2.78835
0.57,0.21,2.53595
0.33,0.29,2.287
0.66,0.83,3.21585
0.49,0.91,2.6482
0.59,0.18,2.6242
0.58,0.56,2.8834
0.51,0.75,2.75065
0.58,0.1,2.8123
0.72,0.54,2.9281
0.27,0.68,1.9969
0.09,0.75,1.34625
0.32,0.37,2.24385
0.85,0.41,2.19905
0.23,0.18,2.23405
0.78,0.95,3.56275
0.72,0.71,3.3523
1.0,0.96,4.22335
0.94,0.24,2.58885
0.0,0.82,0.99855
0.45,0.4,2.53605
0.12,0.95,1.43685
0.73,0.36,2.44985
0.06,0.82,1.22355
0.98,0.38,2.2697
0.79,0.19,2.65935
0.69,0.31,2.4472
0.29,0.09,2.69095
0.51,0.79,2.73115
0.05,0.76,1.1954
0.09,0.61,1.3648
0.03,0.1,1.49415
0.88,0.8,3.87055
0.02,0.82,1.07625
0.83,0.94,3.7174
0.75,0.94,3.4674
0.18,0.65,1.67875
0.69,0.6,2.9838
0.89,0.47,2.3053
0.78,0.02,3.0437
0.79,0.17,2.7103
0.2,0.09,2.52275
0.31,0.49,2.18575
0.07,0.02,2.75275
0.13,0.69,1.5108
0.95,0.64,2.88575
0.79,0.4,2.4636
0.41,0.13,2.6779
0.33,0.27,2.2948
0.43,0.87,2.47105
0.29,0.7,2.0497
0.93,0.28,2.4835
0.66,0.48,2.8326
0.26,0.0,2.98355
0.43,0.31,2.4582
0.12,0.94,1.42335
0.15,0.69,1.5834
0.99,0.76,3.7936
0.56,0.36,2.5998
0.81,0.36,2.3395
0.71,0.06,2.93955
0.45,0.62,2.59235
0.19,0.71,1.71325
0.23,0.53,1.88795
0.62,0.5,2.77075
0.48,0.47,2.6332
0.5,0.94,2.69335
0.47,0.2,2.54785
0.92,0.57,2.71605
0.98,0.49,2.3207
0.55,0.76,2.86875
0.26,0.84,1.93695
0.65,0.58,2.975
0.08,0.42,1.37265
0.74,0.54,2.94835
0.69,0.87,3.29755
0.23,0.02,2.91045
0.28,0.78,1.98585
0.49,0.53,2.69555
0.97,0.26,2.5414
0.52,0.04,2.9346
0.15,0.87,1.5441
0.89,0.01,3.09935
0.04,0.04,2.26215
0.83,0.77,3.72655
0.14,0.45,1.57855
0.71,0.66,3.2402
0.24,0.2,2.16965
0.71,0.92,3.3547
0.74,0.81,3.4718
0.51,0.85,2.72865
0.87,0.97,3.8333
0.84,0.4,2.35545
0.0,0.67,1.0077
0.26,0.79,1.91845
0.56,0.75,2.93725
0.59,0.88,2.9752
0.26,0.56,1.99165
0.89,0.89,3.90635
0.7,0.17,2.69385
0.9,0.37,2.3188
0.08,0.0,2.9355
0.6,0.81,3.02975
0.59,0.89,2.9899
0.72,0.02,3.03125
0.22,0.94,1.78855
0.02,0.3,1.14115
0.39,0.84,2.3903
0.24,0.79,1.88355
0.75,0.59,2.9271
0.19,0.22,1.96775
0.55,0.9,2.84995
0.69,0.79,3.2759
0.11,0.66,1.43075
0.69,0.19,2.6131
0.93,0.12,2.85195
0.91,0.02,3.06925
0.46,0.7,2.60255
0.52,0.44,2.6596
0.83,0.61,3.02045
0.09,0.33,1.43485
0.7,0.01,3.05715
0.56,0.3,2.5426
0.04,0.9,1.152
0.94,0.58,2.7126
0.37,0.77,2.32595
0.91,0.54,2.52625
0.07,0.63,1.27295
0.07,0.38,1.34905
0.16,0.74,1.6072
0.69,0.65,3.28115
0.31,0.6,2.15125
0.33,0.48,2.2532
0.27,0.82,1.94615
0.43,0.59,2.54585
0.1,0.71,1.3942
0.41,0.09,2.7746
0.98,0.91,4.1795
0.6,0.28,2.49255
0.46,0.94,2.57675
0.99,0.18,2.7158
0.17,0.26,1.8344
0.09,0.16,1.67885
0.61,0.53,2.8473
0.5,0.31,2.4791
0.03,0.12,1.49475
0.61,0.5,2.7085
0.67,0.61,3.0959
0.39,0.75,2.39775
0.96,0.07,2.96385
0.1,0.29,1.50455
0.23,0.8,1.836
0.57,0.95,2.9105
0.82,0.58,2.93105
0.68,0.79,3.2648
0.09,0.53,1.379
0.08,0.65,1.31975
0.2,0.77,1.73665
0.96,0.14,2.79815
0.92,0.42,2.24615
0.16,0.81,1.58655
0.83,0.35,2.4037
0.54,0.71,2.87625
0.65,0.71,3.19175
0.68,0.54,2.91385
0.96,0.99,4.1062
0.48,0.31,2.4791
0.3,0.2,2.377
0.12,0.18,1.8035
0.73,0.55,2.8304
0.57,0.38,2.62055
0.3,0.91,2.04755
0.22,0.34,1.9408
0.03,0.76,1.12005
0.74,0.43,2.4228
0.63,0.81,3.1143
0.0,0.25,1.06315
0.62,0.57,2.88115
0.17,0.42,1.7207
0.3,0.14,2.5447
0.37,0.7,2.32695
0.11,0.64,1.4273
0.83,0.72,3.5173
0.33,0.34,2.26125
0.51,0.15,2.6663
0.81,0.76,3.67195
0.74,0.99,3.4298
0.15,0.09,2.35845
0.83,0.08,2.92165
0.69,0.66,3.18135
0.44,0.08,2.80875
0.0,0.86,0.99925
0.68,0.72,3.24135
0.62,0.45,2.67725
0.37,0.39,2.3601
0.99,0.83,4.05035
0.42,0.16,2.61025
0.35,0.01,2.978
0.35,0.07,2.8041
0.36,0.78,2.26315
1.0,0.6,2.4673
0.69,0.62,3.09155
0.87,0.47,2.26015
0.56,0.98,2.8682
0.34,0.5,2.26935
0.6,0.78,3.03605
0.16,0.79,1.58825
0.81,0.46,2.31445
0.64,0.96,3.1213
0.61,0.07,2.89605
0.92,0.75,3.847
0.35,0.4,2.31245
0.28,0.79,2.02125
0.07,0.45,1.3166
0.49,0.05,2.90155
0.12,0.66,1.44965
0.34,0.28,2.31945
0.34,0.26,2.3557
0.41,0.32,2.46235
0.63,0.56,2.99865
0.09,0.52,1.3769
0.61,0.45,2.8181
0.98,0.39,2.2544
0.13,0.42,1.57635
0.6,0.01,3.036
0.53,0.84,2.79145
0.18,0.28,1.81335
0.35,0.24,2.38255
0.05,0.1,1.71845
0.34,0.46,2.27255
0.8,0.07,2.93685
0.62,0.91,3.08
0.82,0.9,3.7012
0.27,0.72,1.9841
0.32,0.04,2.88525
0.03,0.83,1.1139
0.51,0.38,2.58065
0.79,0.82,3.60395
0.94,0.88,4.06145
0.4,0.48,2.46055
0.01,0.91,1.03215
0.93,0.74,3.8157
0.76,0.68,3.37685
0.93,0.69,3.60645
0.36,0.68,2.2862
0.04,0.99,1.14415
0.68,0.45,2.6439
0.47,0.94,2.6006
0.27,0.17,2.4022
0.52,0.96,2.75165
0.69,0.0,3.07835
0.91,0.62,2.84255
0.12,0.76,1.43595
0.01,0.29,1.102
0.26,0.29,2.1201
0.16,0.24,1.86175
0.98,0.56,2.3295
0.23,0.94,1.81245
0.29,0.14,2.51385
0.06,0.29,1.3403
0.73,0.38,2.4371
0.68,0.08,2.88085
0.19,0.3,1.8476
0.28,0.28,2.18135
0.06,0.55,1.2684
0.96,0.5,2.25815
0.37,0.68,2.3007
0.08,0.89,1.2937
0.22,0.87,1.80635
0.66,0.12,2.78075
0.8,0.29,2.41405
0.26,0.08,2.68475
0.98,0.36,2.35555
0.41,0.64,2.46875
0.36,0.73,2.2806
0.22,0.23,2.08045
0.82,0.18,2.6603
0.82,0.78,3.69255
0.06,0.58,1.26465
0.66,0.75,3.1971
0.42,0.84,2.45315
0.73,0.54,2.94295
0.2,0.28,1.90925
0.71,0.7,3.40005
0.32,0.03,2.90705
0.68,0.03,3.0062
0.06,0.62,1.24825
0.13,0.24,1.68795
0.66,0.59,3.07135
0.84,0.29,2.4675
0.83,0.87,3.72855
0.45,0.22,2.51105
0.81,0.75,3.6071
0.73,0.28,2.46095
0.26,0.85,1.93595
0.32,0.8,2.13295
0.18,0.67,1.6933
0.72,1.0,3.35675
0.72,0.57,2.9335
0.59,0.45,2.6663
0.93,0.76,3.77575
0.2,0.64,1.73725
0.1,0.73,1.38115
0.74,0.23,2.54315
0.28,0.51,2.0631
0.99,0.56,2.26975
0.51,0.95,2.72155
0.76,0.69,3.32965
0.18,0.31,1.7964
0.23,0.63,1.881
0.08,0.25,1.4464
0.86,0.92,3.7949
0.58,0.81,2.95865
0.4,0.73,2.42525
0.67,0.5,2.86905
0.18,0.55,1.7119
0.47,0.86,2.60635
0.54,0.79,2.82525
0.84,0.31,2.39885
0.65,0.75,3.2052
0.76,0.87,3.47325
0.8,0.12,2.8074
0.94,0.72,3.6478
0.62,0.63,3.11605
0.2,0.99,1.7139
0.53,0.33,2.52685
0.75,0.54,2.94845
0.81,0.37,2.31185
0.21,0.7,1.7766
0.91,0.18,2.70695
0.53,0.62,2.8501
0.16,0.08,2.4475
0.1,0.21,1.5851
0.25,0.2,2.23505
0.97,0.15,2.7918
0.32,0.34,2.24455
0.88,0.55,2.4802
0.5,0.89,2.69435
0.49,0.29,2.4891
0.32,0.75,2.1489
0.04,0.61,1.16765
0.67,0.21,2.60145
0.96,0.7,3.51065
0.09,0.59,1.36865
0.89,0.4,2.27805
0.93,0.3,2.4421
0.05,0.89,1.18755
0.92,0.14,2.7917
0.88,0.87,3.8829
